player_id,player_name,team_abbr,def_fg_pct,def_fga,player_position,season
1629028,Deandre Ayton,POR,0.479,591,C,2024-25
1628380,Zach Collins,CHI,0.442,591,F-C,2024-25
1629130,Duncan Robinson,MIA,0.468,579,F,2024-25
1630167,Obi Toppin,IND,0.499,579,F,2024-25
203932,Aaron Gordon,DEN,0.478,579,F,2024-25
203994,Jusuf Nurkić,CHA,0.472,576,C,2024-25
1630198,Isaiah Joe,OKC,0.462,573,G,2024-25
1641722,Jordan Hawkins,NOP,0.477,572,G,2024-25
1631222,Jake LaRavia,SAC,0.49,571,F,2024-25
1641711,Gradey Dick,TOR,0.499,569,G-F,2024-25
1629622,Max Strus,CLE,0.492,563,G-F,2024-25
1628960,Grayson Allen,PHX,0.473,558,G,2024-25
1642261,Dalton Knecht,LAL,0.491,558,F,2024-25
1629599,Amir Coffey,LAC,0.482,554,G-F,2024-25
1630548,Johnny Juzang,UTA,0.502,552,G,2024-25
202681,Kyrie Irving,DAL,0.463,551,G,2024-25
1630526,Jeremiah Robinson-Earl,NOP,0.46,550,F,2024-25
203992,Bogdan Bogdanović,LAC,0.474,549,G,2024-25
1631106,Tari Eason,HOU,0.442,545,F,2024-25
1630173,Precious Achiuwa,NYK,0.479,545,F,2024-25
1630573,Sam Hauser,BOS,0.502,544,F,2024-25
1641783,Tristan da Silva,ORL,0.455,543,F,2024-25
1641709,Ausar Thompson,DET,0.416,543,G-F,2024-25
1629634,Brandon Clarke,MEM,0.428,542,F,2024-25
1641726,Dereck Lively II,DAL,0.459,538,C,2024-25
1630241,Sam Merrill,CLE,0.435,538,G,2024-25
1628978,Donte DiVincenzo,MIN,0.467,538,G,2024-25
1629637,Jaxson Hayes,LAL,0.441,535,C-F,2024-25
1629660,Ty Jerome,CLE,0.495,533,G-F,2024-25
1628997,Caleb Martin,DAL,0.484,533,F,2024-25
1631107,Nikola Jović,MIA,0.436,530,F,2024-25
203991,Clint Capela,ATL,0.474,529,C,2024-25
1630557,Corey Kispert,WAS,0.462,528,F,2024-25
204456,T.J. McConnell,IND,0.448,525,G,2024-25
1628374,Lauri Markkanen,UTA,0.471,522,F-C,2024-25
1629750,Javonte Green,CLE,0.452,522,G,2024-25
1626181,Norman Powell,LAC,0.494,520,G,2024-25
1631124,Julian Strawther,DEN,0.465,520,G,2024-25
1642347,Jamal Shead,TOR,0.499,519,G,2024-25
1630552,Jalen Johnson,ATL,0.432,518,F,2024-25
1628379,Luke Kennard,MEM,0.456,507,G,2024-25
1629630,Ja Morant,MEM,0.458,506,G,2024-25
1641730,Noah Clowney,BKN,0.461,503,F-C,2024-25
1642345,Oso Ighodaro,PHX,0.463,503,F,2024-25
1629611,Terance Mann,ATL,0.46,502,G-F,2024-25
1629731,Dean Wade,CLE,0.465,499,F-C,2024-25
201587,Nicolas Batum,LAC,0.396,498,G-F,2024-25
1629674,Neemias Queta,BOS,0.459,497,C,2024-25
1641729,Brice Sensabaugh,UTA,0.494,496,F,2024-25
203924,Jerami Grant,POR,0.449,490,F,2024-25
1641737,Adem Bona,PHI,0.459,490,F,2024-25
1642348,Justin Edwards,PHI,0.493,489,F,2024-25
1630188,Jalen Smith,CHI,0.474,487,F-C,2024-25
202331,Paul George,PHI,0.462,487,F,2024-25
1642275,Tidjane Salaün,CHA,0.463,486,F,2024-25
1631213,Tyrese Martin,BKN,0.5,486,F,2024-25
1628998,Cody Martin,PHX,0.478,485,F,2024-25
1627936,Alex Caruso,OKC,0.395,484,G,2024-25
1630245,Ayo Dosunmu,CHI,0.497,483,G,2024-25
1629012,Collin Sexton,UTA,0.473,480,G,2024-25
1630643,Jay Huff,MEM,0.477,478,C,2024-25
1631218,Trayce Jackson-Davis,GSW,0.481,476,F,2024-25
1631096,Chet Holmgren,OKC,0.418,474,C-F,2024-25
1630175,Cole Anthony,MEM,0.475,472,G,2024-25
1630631,Jose Alvarado,NOP,0.438,466,G,2024-25
1628381,John Collins,UTA,0.485,464,F-C,2024-25
203482,Kelly Olynyk,NOP,0.459,460,F-C,2024-25
1630163,LaMelo Ball,CHA,0.497,457,G,2024-25
1641767,Ben Sheppard,IND,0.456,454,G,2024-25
1641733,Nick Smith Jr.,CHA,0.512,453,G,2024-25
1631119,Jaylin Williams,OKC,0.42,452,F,2024-25
1631323,Simone Fontecchio,DET,0.487,450,F,2024-25
1628418,Thomas Bryant,IND,0.492,449,C-F,2024-25
1630249,Vít Krejčí,ATL,0.47,447,G,2024-25
1642262,Cody Williams,UTA,0.483,443,F,2024-25
1631115,Orlando Robinson,TOR,0.443,442,C,2024-25
1630174,Aaron Nesmith,IND,0.434,440,G-F,2024-25
1642266,Ja'Kobe Walter,TOR,0.467,439,G,2024-25
203500,Steven Adams,HOU,0.482,438,C,2024-25
1629234,Drew Eubanks,LAC,0.449,428,F-C,2024-25
1641842,Ronald Holland II,DET,0.469,420,F,2024-25
1641741,Ricky Council IV,PHI,0.462,420,G,2024-25
1631255,Karlo Matković,NOP,0.516,419,F-C,2024-25
1641716,Jarace Walker,IND,0.538,418,F,2024-25
1627732,Ben Simmons,LAC,0.463,415,G-F,2024-25
1630549,Day'Ron Sharpe,BKN,0.462,413,C,2024-25
1630625,Dalano Banton,POR,0.444,410,F,2024-25
1628371,Jonathan Isaac,ORL,0.478,410,F,2024-25
1627749,Dejounte Murray,NOP,0.514,405,G,2024-25
1630215,Jared Butler,PHI,0.447,398,G,2024-25
1641763,Julian Phillips,CHI,0.468,395,F,2024-25
203937,Kyle Anderson,MIA,0.459,392,F-G,2024-25
1629610,DaQuan Jeffries,CHA,0.436,390,G-F,2024-25
203083,Andre Drummond,PHI,0.526,388,C,2024-25
1630171,Isaac Okoro,CLE,0.423,388,F-G,2024-25
1642366,Quinten Post,GSW,0.457,381,C,2024-25
1631207,Dalen Terry,CHI,0.418,378,F,2024-25
1630527,Brandon Boston,NOP,0.519,376,G,2024-25
202695,Kawhi Leonard,LAC,0.481,374,F,2024-25
1630228,Jonathan Kuminga,GSW,0.44,373,F,2024-25
1630591,Jalen Suggs,ORL,0.454,372,G,2024-25
1630570,Trendon Watford,BKN,0.456,371,G-F,2024-25
1641748,Andre Jackson Jr.,MIL,0.477,371,G,2024-25
1630695,Micah Potter,UTA,0.437,366,C,2024-25
1641796,Pelle Larsson,MIA,0.481,366,G,2024-25
1629026,Kenrich Williams,OKC,0.448,355,G-F,2024-25
1628467,Maxi Kleber,LAL,0.497,352,F,2024-25
1630611,Gui Santos,GSW,0.466,352,F,2024-25
1642419,Jamison Battle,TOR,0.456,351,F,2024-25
1630572,Sandro Mamukelashvili,SAS,0.481,351,F-C,2024-25
1631200,Kris Murray,POR,0.462,346,F,2024-25
1630192,Zeke Nnaji,DEN,0.426,340,F-C,2024-25
1641706,Brandon Miller,CHA,0.462,338,F,2024-25
1642354,KJ Simpson,CHA,0.528,335,G,2024-25
203939,Dwight Powell,DAL,0.49,335,F-C,2024-25
1628449,Chris Boucher,TOR,0.478,335,F,2024-25
1628971,Bruce Brown,NOP,0.503,334,G-F,2024-25
1627780,Gary Payton II,GSW,0.477,333,G,2024-25
1626166,Cameron Payne,NYK,0.462,331,G,2024-25
1628988,Aaron Holiday,HOU,0.419,329,G,2024-25
203903,Jordan Clarkson,UTA,0.498,329,G,2024-25
1630200,Tre Jones,CHI,0.497,324,G,2024-25
1630231,KJ Martin,UTA,0.433,323,F,2024-25
1628366,Lonzo Ball,CHI,0.461,321,G,2024-25
1631093,Jaden Ivey,DET,0.481,320,G,2024-25
203114,Khris Middleton,WAS,0.475,318,F,2024-25
201599,DeAndre Jordan,DEN,0.421,316,C,2024-25
203552,Seth Curry,CHA,0.486,311,G,2024-25
1642263,Reed Sheppard,HOU,0.469,307,G,2024-25
1629659,Talen Horton-Tucker,CHI,0.425,306,G,2024-25
1630193,Immanuel Quickley,TOR,0.49,306,G,2024-25
1629627,Zion Williamson,NOP,0.431,304,F,2024-25
1641774,Tristan Vukcevic,WAS,0.517,302,F,2024-25
1630556,Kessler Edwards,DAL,0.51,302,F,2024-25
203954,Joel Embiid,PHI,0.472,301,C-F,2024-25
202692,Alec Burks,MIA,0.439,294,G,2024-25
1629013,Landry Shamet,NYK,0.522,293,G,2024-25
1631204,Marcus Sasser,DET,0.416,293,G,2024-25
1631157,Ryan Rollins,MIL,0.436,289,G,2024-25
1630560,Cam Thomas,BKN,0.5,288,G,2024-25
1630322,Lindy Waters III,DET,0.5,288,F,2024-25
1630579,Jericho Sims,MIL,0.433,284,C,2024-25
1628464,Daniel Theis,NOP,0.491,283,F-C,2024-25
1631133,Jabari Walker,POR,0.45,282,F,2024-25
1629726,Garrison Mathews,ATL,0.507,280,G,2024-25
1629111,Jock Landale,HOU,0.509,279,C,2024-25
1630702,Jaden Hardy,DAL,0.475,278,G,2024-25
1629004,Svi Mykhailiuk,UTA,0.509,277,G-F,2024-25
1626192,Pat Connaughton,MIL,0.494,271,G,2024-25
1641765,Olivier-Maxence Prosper,DAL,0.446,267,F,2024-25
1629003,Shake Milton,LAL,0.513,265,G,2024-25
1642358,AJ Johnson,WAS,0.45,260,G,2024-25
1626158,Richaun Holmes,WAS,0.456,259,F,2024-25
1641871,Duop Reath,POR,0.506,257,C,2024-25
203995,Vasilije Micic,PHX,0.462,253,G,2024-25
1629684,Grant Williams,CHA,0.474,253,F,2024-25
1629723,John Konchar,MEM,0.466,253,G,2024-25
1642272,Jared McCain,PHI,0.51,251,G,2024-25
202709,Cory Joseph,ORL,0.492,248,G,2024-25
1630539,Kai Jones,DAL,0.478,247,C-F,2024-25
1626153,Delon Wright,NYK,0.445,245,G,2024-25
1641787,Tosan Evbuomwan,BKN,0.459,244,F,2024-25
1629646,Charles Bassey,SAS,0.449,243,C-F,2024-25
200768,Kyle Lowry,PHI,0.502,243,G,2024-25
203914,Gary Harris,ORL,0.426,242,G,2024-25
202687,Bismack Biyombo,SAS,0.483,240,C,2024-25
1630194,Paul Reed,DET,0.483,238,F,2024-25
1628964,Mo Bamba,NOP,0.443,237,C,2024-25
1629021,Moritz Wagner,ORL,0.513,236,F-C,2024-25
1630529,Herbert Jones,NOP,0.5,236,F,2024-25
1629618,Jalen Pickett,DEN,0.386,236,G,2024-25
1631104,Blake Wesley,SAS,0.485,235,G,2024-25
1629020,Jarred Vanderbilt,LAL,0.47,232,F,2024-25
1631216,Caleb Houstan,ORL,0.485,229,G,2024-25
1641715,Cam Whitmore,HOU,0.439,228,F,2024-25
1641854,Craig Porter Jr.,CLE,0.471,225,G,2024-25
203935,Marcus Smart,WAS,0.427,218,G,2024-25
1629006,Josh Okogie,CHA,0.436,218,G,2024-25
1630658,Colin Castleton,TOR,0.444,216,C,2024-25
1641724,Jett Howard,ORL,0.431,216,G,2024-25
1626204,Larry Nance Jr.,ATL,0.519,216,F-C,2024-25
1627763,Malcolm Brogdon,WAS,0.512,215,G,2024-25
1631230,Dominick Barlow,ATL,0.483,211,F,2024-25
1630692,Jordan Goodwin,LAL,0.519,210,G,2024-25
1631288,Jamal Cain,NOP,0.414,210,F,2024-25
1629626,Bol Bol,PHX,0.481,210,C-F,2024-25
1630256,Jae'Sean Tate,HOU,0.392,209,F,2024-25
1642281,Jaylon Tyson,CLE,0.409,208,G-F,2024-25
1629629,Cam Reddish,LAL,0.452,208,F-G,2024-25
1630288,Jeff Dowtin Jr.,PHI,0.476,206,G,2024-25
1631243,Mouhamed Gueye,ATL,0.447,206,F,2024-25
1641794,Dillon Jones,OKC,0.422,204,F,2024-25
203458,Alex Len,LAL,0.507,203,C,2024-25
1642349,Ajay Mitchell,OKC,0.431,202,G,2024-25
201569,Eric Gordon,PHI,0.48,202,G,2024-25
1631221,Collin Gillespie,PHX,0.515,198,G,2024-25
1628420,Monte Morris,PHX,0.424,198,G,2024-25
201959,Taj Gibson,CHA,0.364,198,F,2024-25
1630314,Brandon Williams,DAL,0.485,196,G,2024-25
1641740,Jaylen Clark,MIN,0.458,192,G,2024-25
1641732,Colby Jones,WAS,0.469,192,G,2024-25
1630811,Keaton Wallace,ATL,0.453,190,G,2024-25
1641998,Trey Jemison III,LAL,0.455,189,C,2024-25
202684,Tristan Thompson,CLE,0.427,185,C-F,2024-25
1641810,Antonio Reeves,NOP,0.519,185,G,2024-25
1642265,Rob Dillingham,MIN,0.432,185,G,2024-25
1631246,Vince Williams Jr.,MEM,0.536,183,G,2024-25
1631223,David Roddy,HOU,0.453,181,F,2024-25
1627742,Brandon Ingram,TOR,0.525,179,F,2024-25
203901,Elfrid Payton,NOP,0.41,178,G,2024-25
1641713,GG Jackson,MEM,0.483,178,F,2024-25
1631172,Ousmane Dieng,OKC,0.426,176,F,2024-25
1641816,Hunter Tyson,DEN,0.483,176,F,2024-25
1631111,Wendell Moore Jr.,CHA,0.5,172,G,2024-25
1641878,Damion Baugh,CHA,0.544,171,G,2024-25
1629057,Robert Williams III,POR,0.355,169,C-F,2024-25
1631245,Quenton Jackson,IND,0.518,168,G,2024-25
1630243,Trevelin Queen,ORL,0.494,168,G,2024-25
1629022,Lonnie Walker IV,PHI,0.521,165,G-F,2024-25
1630639,A.J. Lawson,TOR,0.457,164,G,2024-25
1631132,Christian Koloko,LAL,0.438,162,C,2024-25
1642024,Alex Reese,PHI,0.522,157,F-C,2024-25
1641712,Rayan Rupert,POR,0.389,157,G-F,2024-25
1628963,Marvin Bagley III,MEM,0.387,155,F,2024-25
201145,Jeff Green,HOU,0.506,154,F,2024-25
202704,Reggie Jackson,PHI,0.516,153,G,2024-25
1642277,Johnny Furphy,IND,0.464,153,G,2024-25
1641757,Jordan Miller,LAC,0.536,151,G,2024-25
1642403,Isaac Jones,SAC,0.456,149,F,2024-25
1631131,Oscar Tshiebwe,UTA,0.514,148,F-C,2024-25
1628470,Torrey Craig,BOS,0.404,146,F,2024-25
1631248,Baylor Scheierman,BOS,0.413,143,G,2024-25
1642382,Branden Carlson,OKC,0.378,143,C,2024-25
1630264,Anthony Gill,WAS,0.514,142,F,2024-25
203926,Doug McDermott,SAC,0.444,142,F,2024-25
203957,Danté Exum,DAL,0.528,142,G,2024-25
1641775,Jordan Walsh,BOS,0.482,141,G,2024-25
1641736,Reece Beekman,BKN,0.486,140,G,2024-25
1642269,Devin Carter,SAC,0.526,135,G,2024-25
1628975,Jevon Carter,CHI,0.478,134,G,2024-25
1630574,Ariel Hukporti,NYK,0.427,131,C,2024-25
1631232,Keion Brooks Jr.,NOP,0.569,130,F,2024-25
1629011,Mitchell Robinson,NYK,0.461,128,C-F,2024-25
1630568,Luka Garza,MIN,0.532,126,C,2024-25
1631103,Malaki Branham,SAS,0.4,125,F,2024-25
1630696,Dru Smith,MIA,0.437,119,G,2024-25
1630544,Tre Mann,CHA,0.437,119,G,2024-25
1641720,Jalen Hood-Schifino,PHI,0.462,119,G,2024-25
201988,Patty Mills,LAC,0.47,117,G,2024-25
1631166,Drew Timme,BKN,0.487,115,F,2024-25
1641721,Maxwell Lewis,BKN,0.504,115,F,2024-25
1631169,Josh Minott,MIN,0.469,113,F,2024-25
203967,Dario Šarić,DEN,0.514,111,F-C,2024-25
201567,Kevin Love,MIA,0.518,110,F-C,2024-25
1630214,Xavier Tillman,BOS,0.527,110,F,2024-25
1629162,Jordan McLaughlin,SAS,0.486,107,G,2024-25
1630545,Terrence Shannon Jr.,MIN,0.485,103,G-F,2024-25
1630542,Marcus Bagley,PHI,0.396,101,F,2024-25
1630283,Kylor Kelley,LAL,0.49,100,C,2024-25
1642278,Tyler Kolek,NYK,0.515,99,G,2024-25
1641798,Jaylen Martin,WAS,0.495,97,G,2024-25
1630531,Jaden Springer,UTA,0.484,95,G,2024-25
1629680,Matisse Thybulle,POR,0.463,95,G-F,2024-25
1631197,Jared Rhoden,TOR,0.532,94,G,2024-25
1641738,Kobe Brown,LAC,0.532,94,F,2024-25
1630550,JT Thor,WAS,0.402,92,F,2024-25
202066,Garrett Temple,TOR,0.473,91,G-F,2024-25
1631098,Johnny Davis,WAS,0.425,87,G,2024-25
1629643,Chuma Okeke,CLE,0.57,86,F,2024-25
1641727,Dariq Whitehead,BKN,0.453,86,G-F,2024-25
1630311,Pat Spencer,GSW,0.53,83,G,2024-25
1630538,Bones Hyland,MIN,0.494,83,G,2024-25
1642402,Enrique Freeman,IND,0.463,80,F,2024-25
1629650,Moses Brown,DAL,0.449,78,C,2024-25
1631250,Pete Nance,MIL,0.553,76,F,2024-25
1642285,Cam Spencer,MEM,0.52,75,G,2024-25
1641745,Adam Flagler,OKC,0.411,73,G,2024-25
1642355,Bronny James,LAL,0.458,72,G,2024-25
1631209,Isaiah Wong,CHA,0.451,71,G,2024-25
1628981,Bruno Fernando,TOR,0.471,70,F-C,2024-25
1631311,Lester Quinones,NOP,0.42,69,G,2024-25
1631306,Cole Swider,IND,0.391,69,F,2024-25
1630205,Lamar Stevens,MEM,0.5,68,F,2024-25
202693,Markieff Morris,LAL,0.485,68,F,2024-25
1641809,Drew Peterson,BOS,0.339,62,F,2024-25
1628365,Markelle Fultz,SAC,0.426,61,G,2024-25
1630699,MarJon Beauchamp,NYK,0.328,61,F,2024-25
1628396,Tony Bradley,IND,0.417,60,C-F,2024-25
1629052,Oshae Brissett,PHI,0.542,59,F-G,2024-25
1629669,Jaylen Nowell,WAS,0.509,57,G,2024-25
1627814,Damion Lee,PHX,0.446,56,G-F,2024-25
1631466,Nate Williams,HOU,0.527,55,G,2024-25
1630165,Killian Hayes,BKN,0.5,54,G,2024-25
1626196,Josh Richardson,MIA,0.667,51,G,2024-25
1641989,Elijah Harkless,UTA,0.5,50,G,2024-25
1641723,Kobe Bufkin,ATL,0.327,49,G,2024-25
1631303,Justin Minaya,POR,0.521,48,F,2024-25
1641753,Chris Livingston,MIL,0.479,48,F,2024-25
1628427,Vlatko Čančar,DEN,0.383,47,F,2024-25
1630543,Isaiah Jackson,IND,0.413,46,F,2024-25
1642352,Keshad Johnson,MIA,0.37,46,F,2024-25
1630537,Chris Duarte,CHI,0.4,45,G,2024-25
1642359,Pacôme Dadiet,NYK,0.511,45,F,2024-25
1641890,Tyler Smith,MIL,0.364,44,F,2024-25
1629001,De'Anthony Melton,BKN,0.429,42,G,2024-25
1642505,Alex Ducas,OKC,0.525,40,G,2024-25
1631247,Luke Travers,CLE,0.526,38,F,2024-25
1641725,Trey Alexander,DEN,0.459,37,G,2024-25
1628995,Kevin Knox II,GSW,0.432,37,F,2024-25
1630623,Tyson Etienne,BKN,0.541,37,G,2024-25
1631301,Jaylen Sims,CHA,0.297,37,G,2024-25
1630649,Stanley Umude,MIL,0.486,37,G,2024-25
1641707,Taylor Hendricks,UTA,0.417,36,F,2024-25
1631102,TyTy Washington Jr.,PHX,0.353,34,G,2024-25
203109,Jae Crowder,SAC,0.588,34,F,2024-25
1642461,Spencer Jones,DEN,0.303,33,F,2024-25
1630585,Marcus Garrett,CHA,0.273,33,G,2024-25
1631210,Jacob Toppin,ATL,0.394,33,F,2024-25
1642530,Yuki Kawamura,MEM,0.625,32,G,2024-25
1642484,RayJ Dennis,IND,0.531,32,G,2024-25
1641790,PJ Hall,DEN,0.25,32,C,2024-25
1642368,N'Faly Dante,HOU,0.5,32,C,2024-25
204060,Joe Ingles,MIN,0.323,31,F-G,2024-25
1631342,Daeqwon Plowden,ATL,0.5,30,G-F,2024-25
1631116,Patrick Baldwin Jr.,LAC,0.483,29,F,2024-25
1631321,Sidy Cissoko,POR,0.607,28,G,2024-25
1630604,E.J. Liddell,CHI,0.538,26,F,2024-25
1641772,Nae'Qwan Tomlin,CLE,0.4,25,F,2024-25
1631123,Jamaree Bouyea,MIL,0.458,24,G,2024-25
1630346,Matt Ryan,NOP,0.5,24,F,2024-25
1641734,Emoni Bates,CLE,0.391,23,F,2024-25
1630528,Josh Christopher,MIA,0.348,23,G,2024-25
1641789,Jazian Gortman,DAL,0.565,23,G,2024-25
1642422,Armel Traore,LAL,0.522,23,F,2024-25
200782,P.J. Tucker,NYK,0.636,22,F,2024-25
1629098,Jack McVeigh,HOU,0.455,22,G-F,2024-25
1631120,JD Davison,BOS,0.318,22,G,2024-25
1630201,Malachi Flynn,SAS,0.429,21,G,2024-25
1642279,Ulrich Chomche,TOR,0.789,19,C,2024-25
1641857,Liam Robbins,MIL,0.474,19,C,2024-25
1642353,Cam Christie,LAC,0.353,17,G,2024-25
1642449,Tolu Smith,DET,0.471,17,F,2024-25
1630600,Isaiah Mobley,PHI,0.529,17,F,2024-25
1630762,Phillip Wheeler,PHI,0.467,15,F,2024-25
1631121,Bryce McGowens,POR,0.571,14,G,2024-25
1642384,Isaiah Crawford,SAC,0.357,14,F,2024-25
1642050,Jackson Rowe,GSW,0.357,14,F,2024-25
1630561,David Duke Jr.,SAS,0.385,13,G,2024-25
201949,James Johnson,IND,0.385,13,F,2024-25
1630222,Mason Jones,SAC,0.5,12,G,2024-25
1641766,Adama Sanogo,CHI,0.417,12,F,2024-25
1641752,Bobi Klintman,DET,0.6,10,F,2024-25
1642280,Trentyn Flowers,LAC,0.5,10,F,2024-25
1641755,Kevin McCullar Jr.,NYK,0.7,10,G,2024-25
1631159,Leonard Miller,MIN,0.444,9,F,2024-25
1628408,PJ Dozier,MIN,0.444,9,G-F,2024-25
1642443,Jahmir Young,CHI,0.889,9,G,2024-25
1641803,Tristen Newton,MIN,0.375,8,G,2024-25
1642450,Daniss Jenkins,DET,0.5,8,G,2024-25
1631127,Harrison Ingram,SAS,0.625,8,F,2024-25
1630618,D.J. Carton,TOR,0.625,8,G,2024-25
1631386,Taze Moore,POR,0.143,7,G,2024-25
1642502,Malevy Leons,OKC,0.571,7,F,2024-25
1641817,Anton Watson,NYK,0.571,7,F,2024-25
1641936,Miles Norris,BOS,0.167,6,F,2024-25
1641801,Emanuel Miller,CHI,0.5,6,F,2024-25
1630164,James Wiseman,IND,0.667,6,C,2024-25
1641779,Jalen Bridges,PHX,0.2,5,F,2024-25
1629056,Terence Davis,SAC,0.4,5,G,2024-25
1642385,Cui Cui,BKN,0.5,4,F,2024-25
1641879,Yuri Collins,GSW,0.75,4,G,2024-25
1626143,Jahlil Okafor,IND,0.0,3,C-F,2024-25
1630296,Braxton Key,GSW,1.0,3,F,2024-25
1642439,Quincy Olivari,LAL,0.667,3,G,2024-25
1630227,Daishen Nix,MIN,0.333,3,G,2024-25
1629667,Jalen McDaniels,SAC,0.0,3,F,2024-25
1631214,Alondes Williams,LAC,0.0,3,G,2024-25
1642389,Zyon Pullin,MEM,0.5,2,G,2024-25
1642399,Jesse Edwards,MIN,1.0,2,C,2024-25
1642434,Riley Minix,SAS,0.0,2,F,2024-25
1631199,Ron Harper Jr.,DET,0.0,2,G-F,2024-25
1630644,Mac McClung,ORL,0.5,2,G,2024-25
1627746,Skal Labissiere,SAC,1.0,1,F-C,2024-25
1630678,Terry Taylor,SAC,0.0,1,F,2024-25
